f m
0.377173778	6.7626
0.422078667	6.82
0.488048667	6.9214
0.599068889	7.0972
0.688096889	7.1884
0.842283111	7.4384
0.086534222	7.7524
0.174774444	7.7482
0.618620222	7.129
0.663066667	7.2226
0.796334889	7.357
0.840777556	7.415
0.017973778	7.6494
0.061725778	7.7242
0.085155333	7.7598
0.240487556	7.3444
0.328165778	6.7514
0.549728222	7.0266
0.594343111	7.0816
0.662031111	7.166
0.705075333	7.2394
0.859454222	7.4664
0.015075778	7.7168
0.059692444	7.7442
0.104123333	7.779
0.214842667	7.5754
0.258691111	7.1814
0.325814	6.7934
0.481691778	6.9718
0.526336222	7.0004
0.570438889	7.0014
0.614845778	7.0744
0.703291556	7.241
0.770322222	7.3348
0.858839111	7.4402
0.191137333	7.663
0.200040889	7.6166
0.355422444	6.7296
0.621657111	7.1194
0.755198444	7.3202
0.976316667	7.6018
0.064814667	7.7384
0.375270222	6.7394
0.442033333	6.8492
0.554281111	7.0128
0.708242667	7.2474
0.774145778	7.3468
0.819860222	7.3952
0.885823556	7.4736
0.974150444	7.6312
0.041228667	7.7176
0.703884	7.2414
0.703939556	7.2462
0.704164444	7.273
0.704602667	7.1942
